timestamp,episode,step,mean_reward,std_reward,min_reward,max_reward,total_reward,num_agents
2026-03-12T15:11:22.924021,1,0,-0.0539364293217659,0.0,-0.0539364293217659,-0.0539364293217659,-0.0539364293217659,1
2026-03-12T15:11:22.956295,1,1,-0.05391167849302292,0.0,-0.05391167849302292,-0.05391167849302292,-0.05391167849302292,1
2026-03-12T15:11:22.989692,1,2,-0.053833894431591034,0.0,-0.053833894431591034,-0.053833894431591034,-0.053833894431591034,1
2026-03-12T15:11:23.025219,1,3,-0.1494004875421524,0.0,-0.1494004875421524,-0.1494004875421524,-0.1494004875421524,1
2026-03-12T15:11:23.060697,1,4,-0.13560272753238678,0.0,-0.13560272753238678,-0.13560272753238678,-0.13560272753238678,1
2026-03-12T15:11:23.096754,1,5,-0.174881711602211,0.0,-0.174881711602211,-0.174881711602211,-0.174881711602211,1
2026-03-12T15:11:23.130808,1,6,-0.19260653853416443,0.0,-0.19260653853416443,-0.19260653853416443,-0.19260653853416443,1
2026-03-12T15:11:23.164795,1,7,-0.12178768217563629,0.0,-0.12178768217563629,-0.12178768217563629,-0.12178768217563629,1
2026-03-12T15:11:23.199108,1,8,-0.199277862906456,0.0,-0.199277862906456,-0.199277862906456,-0.199277862906456,1
2026-03-12T15:11:23.233285,1,9,-0.23340728878974915,0.0,-0.23340728878974915,-0.23340728878974915,-0.23340728878974915,1
2026-03-12T15:11:23.268769,1,10,-0.285776823759079,0.0,-0.285776823759079,-0.285776823759079,-0.285776823759079,1
2026-03-12T15:11:23.302035,1,11,-0.22165927290916443,0.0,-0.22165927290916443,-0.22165927290916443,-0.22165927290916443,1
2026-03-12T15:11:23.336083,1,12,-0.30292877554893494,0.0,-0.30292877554893494,-0.30292877554893494,-0.30292877554893494,1
2026-03-12T15:11:23.368359,1,13,-0.35487133264541626,0.0,-0.35487133264541626,-0.35487133264541626,-0.35487133264541626,1
2026-03-12T15:11:23.407597,1,14,-0.4037773907184601,0.0,-0.4037773907184601,-0.4037773907184601,-0.4037773907184601,1
2026-03-12T15:11:23.442085,1,15,-0.44077613949775696,0.0,-0.44077613949775696,-0.44077613949775696,-0.44077613949775696,1
2026-03-12T15:11:23.477328,1,16,-0.4102172553539276,0.0,-0.4102172553539276,-0.4102172553539276,-0.4102172553539276,1
2026-03-12T15:11:23.509652,1,17,-0.4318215847015381,0.0,-0.4318215847015381,-0.4318215847015381,-0.4318215847015381,1
2026-03-12T15:11:23.542481,1,18,-0.42525285482406616,0.0,-0.42525285482406616,-0.42525285482406616,-0.42525285482406616,1
2026-03-12T15:11:23.575656,1,19,-0.5133033394813538,0.0,-0.5133033394813538,-0.5133033394813538,-0.5133033394813538,1
2026-03-12T15:11:23.610680,1,20,-0.5120711922645569,0.0,-0.5120711922645569,-0.5120711922645569,-0.5120711922645569,1
2026-03-12T15:11:23.645517,1,21,-0.4068068861961365,0.0,-0.4068068861961365,-0.4068068861961365,-0.4068068861961365,1
2026-03-12T15:11:23.681287,1,22,-0.38263440132141113,0.0,-0.38263440132141113,-0.38263440132141113,-0.38263440132141113,1
2026-03-12T15:11:23.713796,1,23,-0.46441322565078735,0.0,-0.46441322565078735,-0.46441322565078735,-0.46441322565078735,1
2026-03-12T15:11:23.746364,1,24,-0.5099917054176331,0.0,-0.5099917054176331,-0.5099917054176331,-0.5099917054176331,1
2026-03-12T15:11:23.779340,1,25,-0.492343008518219,0.0,-0.492343008518219,-0.492343008518219,-0.492343008518219,1
2026-03-12T15:11:23.811585,1,26,-0.4438111186027527,0.0,-0.4438111186027527,-0.4438111186027527,-0.4438111186027527,1
2026-03-12T15:11:23.845700,1,27,-0.5205006003379822,0.0,-0.5205006003379822,-0.5205006003379822,-0.5205006003379822,1
2026-03-12T15:11:23.879681,1,28,-0.5071591734886169,0.0,-0.5071591734886169,-0.5071591734886169,-0.5071591734886169,1
2026-03-12T15:11:23.915036,1,29,-0.5336499214172363,0.0,-0.5336499214172363,-0.5336499214172363,-0.5336499214172363,1
