,NID,NUMCTRL,GLLID,FACEID,ix,iy,iz,x,y,z
93,0,216,99,1,2,1,4,1.4134127856385417,0.0,0.7285231516480647
94,0,216,99,1,2,1,5,1.4134127856385417,0.0,0.7765055323929467
95,0,216,99,1,2,1,6,1.4134127856385417,0.0,0.8000000000000002
96,0,216,67,1,3,1,1,1.5735539813745847,0.0,0.4
97,0,216,67,1,3,1,3,1.5735539813745847,0.0,0.47147684835193554
98,0,216,67,1,3,1,4,1.5735539813745847,0.0,0.5285231516480646
99,0,216,67,1,3,1,6,1.5735539813745847,0.0,0.6000000000000001
100,0,216,99,1,3,1,1,1.5735539813745847,0.0,0.6000000000000001
101,0,216,99,1,3,1,3,1.5735539813745847,0.0,0.6714768483519356
102,0,216,99,1,3,1,4,1.5735539813745847,0.0,0.7285231516480646
103,0,216,99,1,3,1,6,1.5735539813745847,0.0,0.8
104,0,216,67,1,3,1,2,1.573553981374585,0.0,0.4234944676070537
105,0,216,67,1,3,1,5,1.573553981374585,0.0,0.5765055323929467
106,0,216,99,1,3,1,2,1.573553981374585,0.0,0.6234944676070537
107,0,216,99,1,3,1,5,1.573553981374585,0.0,0.7765055323929466
108,0,216,67,1,4,1,1,1.7639460186254152,0.0,0.4
109,0,216,67,1,4,1,3,1.7639460186254152,0.0,0.47147684835193554
110,0,216,67,1,4,1,4,1.7639460186254152,0.0,0.5285231516480646
111,0,216,67,1,4,1,5,1.7639460186254152,0.0,0.5765055323929467
112,0,216,67,1,4,1,6,1.7639460186254152,0.0,0.6000000000000001
113,0,216,99,1,4,1,1,1.7639460186254152,0.0,0.6000000000000001
114,0,216,99,1,4,1,3,1.7639460186254152,0.0,0.6714768483519356
115,0,216,99,1,4,1,4,1.7639460186254152,0.0,0.7285231516480646
116,0,216,99,1,4,1,5,1.7639460186254152,0.0,0.7765055323929466
117,0,216,99,1,4,1,6,1.7639460186254152,0.0,0.8
118,0,216,67,1,4,1,2,1.763946018625416,0.0,0.4234944676070537
119,0,216,99,1,4,1,2,1.763946018625416,0.0,0.6234944676070537
120,0,216,67,1,5,1,1,1.924087214361459,0.0,0.4000000000000001
121,0,216,67,1,5,1,3,1.924087214361459,0.0,0.4714768483519356
122,0,216,67,1,5,1,4,1.924087214361459,0.0,0.5285231516480647
123,0,216,67,1,5,1,5,1.924087214361459,0.0,0.5765055323929467
124,0,216,67,1,5,1,6,1.924087214361459,0.0,0.6000000000000002
125,0,216,99,1,5,1,1,1.924087214361459,0.0,0.6000000000000002
126,0,216,99,1,5,1,3,1.924087214361459,0.0,0.6714768483519358
127,0,216,99,1,5,1,4,1.924087214361459,0.0,0.7285231516480647
128,0,216,99,1,5,1,5,1.924087214361459,0.0,0.7765055323929467
129,0,216,99,1,5,1,6,1.924087214361459,0.0,0.8000000000000002
130,0,216,67,1,5,1,2,1.9240872143614596,0.0,0.42349446760705384
131,0,216,99,1,5,1,2,1.9240872143614596,0.0,0.6234944676070537
132,0,216,67,1,6,1,2,2.0024999999999986,0.0,0.4234944676070537
133,0,216,68,1,1,1,2,2.0024999999999986,0.0,0.4234944676070537
134,0,216,99,1,6,1,2,2.0024999999999986,0.0,0.6234944676070537
135,0,216,100,1,1,1,2,2.0024999999999986,0.0,0.6234944676070537
136,0,216,67,1,6,1,1,2.0025,0.0,0.4
137,0,216,67,1,6,1,3,2.0025,0.0,0.47147684835193554
138,0,216,67,1,6,1,4,2.0025,0.0,0.5285231516480646
139,0,216,67,1,6,1,5,2.0025,0.0,0.5765055323929467
140,0,216,67,1,6,1,6,2.0025,0.0,0.6000000000000001
141,0,216,68,1,1,1,1,2.0025,0.0,0.4
142,0,216,68,1,1,1,3,2.0025,0.0,0.47147684835193554
143,0,216,68,1,1,1,4,2.0025,0.0,0.5285231516480646
144,0,216,68,1,1,1,5,2.0025,0.0,0.5765055323929467
145,0,216,68,1,1,1,6,2.0025,0.0,0.6000000000000001
146,0,216,99,1,6,1,1,2.0025,0.0,0.6000000000000001
147,0,216,99,1,6,1,3,2.0025,0.0,0.6714768483519356
148,0,216,99,1,6,1,4,2.0025,0.0,0.7285231516480646
149,0,216,99,1,6,1,5,2.0025,0.0,0.7765055323929466
150,0,216,99,1,6,1,6,2.0025,0.0,0.8
151,0,216,100,1,1,1,1,2.0025,0.0,0.6000000000000001
152,0,216,100,1,1,1,3,2.0025,0.0,0.6714768483519356
153,0,216,100,1,1,1,4,2.0025,0.0,0.7285231516480646
154,0,216,100,1,1,1,5,2.0025,0.0,0.7765055323929466
155,0,216,100,1,1,1,6,2.0025,0.0,0.8
156,0,216,68,1,2,1,2,2.0809127856385383,0.0,0.423494467607054
157,0,216,100,1,2,1,2,2.0809127856385383,0.0,0.6234944676070537
158,0,216,68,1,2,1,1,2.0809127856385397,0.0,0.4000000000000001
159,0,216,68,1,2,1,3,2.0809127856385397,0.0,0.47147684835193576
160,0,216,68,1,2,1,4,2.0809127856385397,0.0,0.5285231516480644
161,0,216,68,1,2,1,5,2.0809127856385397,0.0,0.5765055323929467
162,0,216,68,1,2,1,6,2.0809127856385397,0.0,0.6000000000000002
163,0,216,100,1,2,1,1,2.0809127856385397,0.0,0.6000000000000002
164,0,216,100,1,2,1,3,2.0809127856385397,0.0,0.6714768483519358
165,0,216,100,1,2,1,4,2.0809127856385397,0.0,0.7285231516480647
166,0,216,100,1,2,1,5,2.0809127856385397,0.0,0.7765055323929467
167,0,216,100,1,2,1,6,2.0809127856385397,0.0,0.8000000000000002
168,0,216,68,1,3,1,1,2.2410539813745847,0.0,0.4
169,0,216,68,1,3,1,2,2.2410539813745847,0.0,0.4234944676070537
170,0,216,68,1,3,1,3,2.2410539813745847,0.0,0.47147684835193554
171,0,216,68,1,3,1,4,2.2410539813745847,0.0,0.5285231516480646
172,0,216,68,1,3,1,5,2.2410539813745847,0.0,0.5765055323929467
173,0,216,68,1,3,1,6,2.2410539813745847,0.0,0.6000000000000001
174,0,216,100,1,3,1,1,2.2410539813745847,0.0,0.6000000000000001
175,0,216,100,1,3,1,2,2.2410539813745847,0.0,0.6234944676070537
176,0,216,100,1,3,1,3,2.2410539813745847,0.0,0.6714768483519356
177,0,216,100,1,3,1,4,2.2410539813745847,0.0,0.7285231516480646
178,0,216,100,1,3,1,5,2.2410539813745847,0.0,0.7765055323929466
179,0,216,100,1,3,1,6,2.2410539813745847,0.0,0.8
180,0,216,68,1,4,1,1,2.431446018625415,0.0,0.4
181,0,216,68,1,4,1,2,2.431446018625415,0.0,0.4234944676070537
182,0,216,68,1,4,1,3,2.431446018625415,0.0,0.47147684835193554
183,0,216,68,1,4,1,4,2.431446018625415,0.0,0.5285231516480646
184,0,216,68,1,4,1,5,2.431446018625415,0.0,0.5765055323929467
