timestamp,episode,total_steps,mean_reward,std_reward,min_reward,max_reward,total_reward,duration_seconds
2026-03-11T20:18:21.603980,2,2500,-0.31317273117420263,0.18251939293934277,-0.777827799320221,0.12327851355075836,-782.9318279355066,799.984092
